rank,country_full,total_points,previous_points,rank_change,rank_date
153,Sri Lanka,0,104,-5,2010-10-20
154,Swaziland,0,122,-12,2010-10-20
154,New Caledonia,0,108,-9,2010-10-20
156,Chinese Taipei,0,52,14,2010-10-20
157,Lebanon,0,94,-6,2010-10-20
158,Cayman Islands,0,26,23,2010-10-20
159,Liechtenstein,0,102,-10,2010-10-20
160,Madagascar,0,91,-6,2010-10-20
161,Nicaragua,0,86,-3,2010-10-20
162,Dominican Republic,0,26,19,2010-10-20
163,Nepal,0,88,-7,2010-10-20
164,Liberia,0,131,-25,2010-10-20
165,Lesotho,0,87,-8,2010-10-20
165,Eritrea,0,80,-4,2010-10-20
167,Equatorial Guinea,0,73,-3,2010-10-20
168,Malta,0,96,-18,2010-10-20
169,Pakistan,0,75,-7,2010-10-20
170,Bermuda,0,74,-7,2010-10-20
170,Netherlands Antilles,0,63,-4,2010-10-20
170,Vanuatu,0,63,-4,2010-10-20
173,Kyrgyz Republic,0,83,-14,2010-10-20
174,Belize,0,54,-6,2010-10-20
175,Laos,0,37,2,2010-10-20
175,British Virgin Islands,0,18,13,2010-10-20
177,Solomon Islands,0,40,-2,2010-10-20
178,Somalia,0,39,-2,2010-10-20
178,Palestine,0,49,-5,2010-10-20
180,Mauritania,0,53,-11,2010-10-20
181,Comoros,0,43,-7,2010-10-20
182,Cambodia,0,33,-4,2010-10-20
183,Mongolia,0,32,-3,2010-10-20
184,Tahiti,0,13,10,2010-10-20
185,Samoa,0,26,-4,2010-10-20
186,Brunei Darussalam,0,21,-1,2010-10-20
187,St Lucia,0,19,-1,2010-10-20
187,Turks and Caicos Islands,0,19,-1,2010-10-20
187,Djibouti,0,18,1,2010-10-20
190,Cook Islands,0,17,0,2010-10-20
190,Guam,0,17,0,2010-10-20
190,Tonga,0,17,0,2010-10-20
193,Mauritius,0,16,0,2010-10-20
194,Bahamas,0,13,0,2010-10-20
195,Macau,0,12,2,2010-10-20
196,Afghanistan,0,13,-2,2010-10-20
196,Seychelles,0,22,-12,2010-10-20
198,Bhutan,0,9,0,2010-10-20
199,Aruba,0,7,0,2010-10-20
200,US Virgin Islands,0,5,0,2010-10-20
201,Timor-Leste,0,4,0,2010-10-20
202,Andorra,0,2,0,2010-10-20
203,American Samoa,0,0,0,2010-10-20
203,Anguilla,0,0,0,2010-10-20
203,Montserrat,0,0,0,2010-10-20
203,Papua New Guinea,0,0,0,2010-10-20
203,San Marino,0,0,0,2010-10-20
1,Spain,0,1881,0,2010-11-17
2,Netherlands,0,1683,0,2010-11-17
3,Brazil,0,1493,0,2010-11-17
4,Germany,0,1481,0,2010-11-17
5,Argentina,0,1320,0,2010-11-17
6,England,0,1205,0,2010-11-17
7,Uruguay,0,1168,0,2010-11-17
8,Portugal,0,1123,0,2010-11-17
9,Croatia,0,1086,0,2010-11-17
10,Egypt,0,1034,1,2010-11-17
11,Greece,0,1026,1,2010-11-17
12,Norway,0,989,1,2010-11-17
13,Russia,0,1061,-3,2010-11-17
14,Italy,0,901,2,2010-11-17
15,Slovenia,0,926,0,2010-11-17
16,Chile,0,932,-2,2010-11-17
17,Ghana,0,891,0,2010-11-17
18,Slovakia,0,865,2,2010-11-17
19,Côte d'Ivoire,0,871,0,2010-11-17
20,Australia,0,862,1,2010-11-17
21,Switzerland,0,841,2,2010-11-17
21,France,0,888,-3,2010-11-17
23,Paraguay,0,840,1,2010-11-17
24,USA,0,838,1,2010-11-17
25,Serbia,0,861,-3,2010-11-17
26,Montenegro,0,827,0,2010-11-17
27,Denmark,0,799,0,2010-11-17
28,Mexico,0,786,0,2010-11-17
29,Turkey,0,780,0,2010-11-17
30,Japan,0,779,0,2010-11-17
31,Czech Republic,0,739,0,2010-11-17
32,Republic of Ireland,0,710,0,2010-11-17
33,Nigeria,0,708,1,2010-11-17
34,Algeria,0,709,-1,2010-11-17
35,Sweden,0,696,1,2010-11-17
36,Ukraine,0,706,-1,2010-11-17
37,Gabon,0,662,2,2010-11-17
38,Cameroon,0,676,0,2010-11-17
39,Korea Republic,0,640,1,2010-11-17
40,Belarus,0,623,2,2010-11-17
41,Burkina Faso,0,681,-4,2010-11-17
42,Northern Ireland,0,627,-1,2010-11-17
43,Hungary,0,598,1,2010-11-17
44,Tunisia,0,588,1,2010-11-17
45,Bulgaria,0,604,-2,2010-11-17
46,Lithuania,0,577,2,2010-11-17
47,Colombia,0,584,-1,2010-11-17
47,Guinea,0,580,0,2010-11-17
49,Austria,0,574,0,2010-11-17
50,South Africa,0,545,2,2010-11-17
51,Bosnia and Herzegovina,0,543,2,2010-11-17
52,Romania,0,568,-2,2010-11-17
52,Peru,0,536,3,2010-11-17
54,Scotland,0,525,3,2010-11-17
55,Israel,0,535,1,2010-11-17
56,Venezuela,0,525,1,2010-11-17
57,Honduras,0,540,-3,2010-11-17
58,Albania,0,491,7,2010-11-17
59,Armenia,0,514,1,2010-11-17
59,New Zealand,0,549,-8,2010-11-17
61,Ecuador,0,484,6,2010-11-17
62,Belgium,0,499,0,2010-11-17
63,Costa Rica,0,490,3,2010-11-17
64,Mali,0,493,0,2010-11-17
64,Panama,0,515,-5,2010-11-17
64,IR Iran,0,502,-3,2010-11-17
67,Botswana,0,412,12,2010-11-17
68,Saudi Arabia,0,453,3,2010-11-17
69,Zambia,0,429,7,2010-11-17
70,Uganda,0,495,-7,2010-11-17
71,Poland,0,464,-2,2010-11-17
72,Benin,0,482,-4,2010-11-17
73,Latvia,0,448,-1,2010-11-17
74,Estonia,0,435,0,2010-11-17
75,Senegal,0,446,-2,2010-11-17
76,FYR Macedonia,0,455,-6,2010-11-17
77,Malawi,0,403,7,2010-11-17
78,Georgia,0,431,-3,2010-11-17
78,Trinidad and Tobago,0,302,28,2010-11-17
80,Morocco,0,425,-3,2010-11-17
81,Libya,0,410,0,2010-11-17
82,Jamaica,0,412,-3,2010-11-17
83,Cape Verde Islands,0,408,-1,2010-11-17
84,Moldova,0,424,-6,2010-11-17
85,Canada,0,407,-2,2010-11-17
86,Guyana,0,330,12,2010-11-17
87,Finland,0,401,-1,2010-11-17
87,Bahrain,0,403,-3,2010-11-17
89,China PR,0,375,0,2010-11-17
90,Azerbaijan,0,361,1,2010-11-17
91,Grenada,0,195,34,2010-11-17
92,Angola,0,356,0,2010-11-17
93,Cyprus,0,377,-5,2010-11-17
94,Cuba,0,218,27,2010-11-17
95,Jordan,0,341,0,2010-11-17
96,Sudan,0,347,-3,2010-11-17
97,Oman,0,333,-1,2010-11-17
98,Iraq,0,344,-4,2010-11-17
98,Mozambique,0,372,-8,2010-11-17
100,Bolivia,0,324,0,2010-11-17
101,Haiti,0,187,27,2010-11-17
102,Niger,0,324,-2,2010-11-17
103,Gambia,0,323,-1,2010-11-17
104,United Arab Emirates,0,328,-5,2010-11-17
105,Kuwait,0,321,-2,2010-11-17
106,Uzbekistan,0,332,-9,2010-11-17
107,Togo,0,381,-20,2010-11-17
107,Korea DPR,0,270,4,2010-11-17
109,Syria,0,304,-4,2010-11-17
110,Iceland,0,272,0,2010-11-17
111,Wales,0,319,-7,2010-11-17
112,Central African Republic,0,263,0,2010-11-17
113,Qatar,0,283,-4,2010-11-17
114,Thailand,0,284,-6,2010-11-17
115,Antigua and Barbuda,0,183,16,2010-11-17
116,Kenya,0,244,-1,2010-11-17
117,Zimbabwe,0,227,1,2010-11-17
117,El Salvador,0,245,-3,2010-11-17
119,Congo,0,244,-4,2010-11-17
120,Barbados,0,287,-13,2010-11-17
121,Suriname,0,261,-8,2010-11-17
121,Yemen,0,231,-4,2010-11-17
123,St Kitts and Nevis,0,184,6,2010-11-17
124,Tanzania,0,226,-4,2010-11-17
125,Sierra Leone,0,214,-3,2010-11-17
126,Guatemala,0,214,-4,2010-11-17
127,Rwanda,0,227,-9,2010-11-17
128,Dominica,0,182,4,2010-11-17
129,Congo DR,0,196,-5,2010-11-17
130,Puerto Rico,0,184,-1,2010-11-17
131,Ethiopia,0,178,2,2010-11-17
131,Faroe Islands,0,178,2,2010-11-17
133,Luxembourg,0,174,2,2010-11-17
134,Turkmenistan,0,156,8,2010-11-17
135,Indonesia,0,161,6,2010-11-17
136,Burundi,0,171,0,2010-11-17
137,Kazakhstan,0,168,0,2010-11-17
138,Singapore,0,193,-11,2010-11-17
139,St Vincent and the Grenadines,0,194,-13,2010-11-17
139,Vietnam,0,164,0,2010-11-17
141,Namibia,0,162,-1,2010-11-17
142,India,0,152,2,2010-11-17
143,Fiji,0,154,0,2010-11-17
144,Myanmar,0,130,1,2010-11-17
145,Hong Kong,0,167,-7,2010-11-17
146,Maldives,0,124,2,2010-11-17
147,Chad,0,126,0,2010-11-17
148,Guinea-Bissau,0,127,-2,2010-11-17
149,Tajikistan,0,112,1,2010-11-17
150,Malaysia,0,116,-1,2010-11-17
151,Philippines,0,107,1,2010-11-17
152,Bangladesh,0,112,-2,2010-11-17
153,Sri Lanka,0,104,0,2010-11-17
153,Netherlands Antilles,0,63,17,2010-11-17
155,Chinese Taipei,0,99,1,2010-11-17
156,New Caledonia,0,102,-2,2010-11-17
157,Lebanon,0,97,0,2010-11-17
158,Madagascar,0,90,2,2010-11-17
158,Liechtenstein,0,91,1,2010-11-17
160,Cayman Islands,0,92,-2,2010-11-17
161,Nicaragua,0,86,0,2010-11-17
162,Dominican Republic,0,85,0,2010-11-17
163,Nepal,0,83,0,2010-11-17
164,Liberia,0,82,0,2010-11-17
165,Eritrea,0,81,0,2010-11-17
165,Swaziland,0,102,-11,2010-11-17
167,Equatorial Guinea,0,79,0,2010-11-17
167,Pakistan,0,73,2,2010-11-17
169,Malta,0,76,-1,2010-11-17
170,Cambodia,0,34,12,2010-11-17
171,Laos,0,41,4,2010-11-17
172,Vanuatu,0,63,-2,2010-11-17
173,Bermuda,0,63,-3,2010-11-17
174,Lesotho,0,81,-9,2010-11-17
175,Belize,0,54,-1,2010-11-17
176,Kyrgyz Republic,0,60,-3,2010-11-17
177,British Virgin Islands,0,41,-2,2010-11-17
178,Solomon Islands,0,40,-1,2010-11-17
178,Palestine,0,39,0,2010-11-17
180,Somalia,0,39,-2,2010-11-17
181,Mauritania,0,38,-1,2010-11-17
182,St Lucia,0,19,5,2010-11-17
183,Mongolia,0,32,0,2010-11-17
184,Tahiti,0,31,0,2010-11-17
185,Samoa,0,26,0,2010-11-17
186,Comoros,0,37,-5,2010-11-17
187,Djibouti,0,19,0,2010-11-17
188,Turks and Caicos Islands,0,19,-1,2010-11-17
189,Cook Islands,0,17,1,2010-11-17
189,Guam,0,17,1,2010-11-17
189,Tonga,0,17,1,2010-11-17
192,Mauritius,0,16,1,2010-11-17
193,Bahamas,0,13,1,2010-11-17
194,Macau,0,12,1,2010-11-17
195,Afghanistan,0,10,1,2010-11-17
195,Seychelles,0,10,1,2010-11-17
197,Bhutan,0,9,1,2010-11-17
197,Brunei Darussalam,0,23,-11,2010-11-17
199,Aruba,0,7,0,2010-11-17
200,US Virgin Islands,0,5,0,2010-11-17
201,Timor-Leste,0,3,0,2010-11-17
202,Andorra,0,2,0,2010-11-17
203,American Samoa,0,0,0,2010-11-17
203,Anguilla,0,0,0,2010-11-17
203,Montserrat,0,0,0,2010-11-17
203,Papua New Guinea,0,0,0,2010-11-17
203,San Marino,0,0,0,2010-11-17
1,Spain,0,1920,0,2010-12-15
2,Netherlands,0,1718,0,2010-12-15
3,Germany,0,1489,1,2010-12-15
4,Brazil,0,1493,-1,2010-12-15
5,Argentina,0,1353,0,2010-12-15
6,England,0,1250,0,2010-12-15
7,Uruguay,0,1174,0,2010-12-15
8,Portugal,0,1102,0,2010-12-15
9,Egypt,0,1047,1,2010-12-15
10,Croatia,0,1098,-1,2010-12-15
11,Greece,0,1043,0,2010-12-15
12,Norway,0,1004,0,2010-12-15
13,Russia,0,1003,0,2010-12-15
14,Italy,0,995,0,2010-12-15
15,Chile,0,929,1,2010-12-15
16,Ghana,0,903,1,2010-12-15
17,Slovenia,0,958,-2,2010-12-15
18,France,0,852,3,2010-12-15
18,USA,0,847,6,2010-12-15
20,Slovakia,0,866,-2,2010-12-15
21,Côte d'Ivoire,0,857,-2,2010-12-15
22,Switzerland,0,852,-1,2010-12-15
23,Serbia,0,828,2,2010-12-15
24,Paraguay,0,850,-1,2010-12-15
25,Montenegro,0,827,1,2010-12-15
26,Australia,0,853,-6,2010-12-15
27,Mexico,0,790,1,2010-12-15
28,Denmark,0,812,-1,2010-12-15
29,Japan,0,782,1,2010-12-15
30,Czech Republic,0,756,1,2010-12-15
31,Turkey,0,788,-2,2010-12-15
32,Nigeria,0,711,1,2010-12-15
33,Sweden,0,703,2,2010-12-15
34,Ukraine,0,698,2,2010-12-15
35,Algeria,0,706,-1,2010-12-15
36,Republic of Ireland,0,730,-4,2010-12-15
37,Cameroon,0,656,1,2010-12-15
38,Belarus,0,648,2,2010-12-15
39,Gabon,0,673,-2,2010-12-15
40,Korea Republic,0,653,-1,2010-12-15
41,Burkina Faso,0,630,0,2010-12-15
42,Hungary,0,615,1,2010-12-15
43,Northern Ireland,0,627,-1,2010-12-15
44,Bosnia and Herzegovina,0,542,7,2010-12-15
45,Tunisia,0,600,-1,2010-12-15
46,Guinea,0,575,1,2010-12-15
46,Austria,0,572,3,2010-12-15
48,Colombia,0,575,-1,2010-12-15
49,Bulgaria,0,597,-4,2010-12-15
50,Israel,0,535,5,2010-12-15
51,South Africa,0,562,-1,2010-12-15
52,Scotland,0,537,2,2010-12-15
53,Botswana,0,470,14,2010-12-15
53,Ecuador,0,498,8,2010-12-15
55,Lithuania,0,576,-9,2010-12-15
56,Romania,0,538,-4,2010-12-15
57,Belgium,0,494,5,2010-12-15
58,Jamaica,0,413,24,2010-12-15
59,Honduras,0,522,-2,2010-12-15
60,Armenia,0,517,-1,2010-12-15
60,Venezuela,0,527,-4,2010-12-15
62,Cuba,0,353,32,2010-12-15
63,New Zealand,0,517,-4,2010-12-15
64,Panama,0,480,0,2010-12-15
65,Albania,0,520,-7,2010-12-15
66,IR Iran,0,480,-2,2010-12-15
67,Mali,0,480,-3,2010-12-15
68,Peru,0,538,-16,2010-12-15
69,Costa Rica,0,490,-6,2010-12-15
70,Senegal,0,443,5,2010-12-15
71,Benin,0,449,1,2010-12-15
72,Libya,0,414,9,2010-12-15
73,Georgia,0,422,5,2010-12-15
73,Poland,0,452,-2,2010-12-15
75,Cape Verde Islands,0,408,8,2010-12-15
76,Zambia,0,458,-7,2010-12-15
76,FYR Macedonia,0,439,0,2010-12-15
78,Latvia,0,446,-5,2010-12-15
79,Morocco,0,415,1,2010-12-15
80,Saudi Arabia,0,462,-12,2010-12-15
80,Uganda,0,457,-10,2010-12-15
82,Estonia,0,445,-8,2010-12-15
83,Finland,0,389,4,2010-12-15
84,Moldova,0,405,0,2010-12-15
84,Canada,0,403,1,2010-12-15
86,Malawi,0,423,-9,2010-12-15
87,China PR,0,382,2,2010-12-15
88,Angola,0,370,4,2010-12-15
89,Trinidad and Tobago,0,422,-11,2010-12-15
90,Haiti,0,335,11,2010-12-15
91,Cyprus,0,369,2,2010-12-15
92,Sudan,0,344,4,2010-12-15
93,Bahrain,0,389,-6,2010-12-15
94,Grenada,0,375,-3,2010-12-15
94,Niger,0,324,8,2010-12-15
96,Mozambique,0,339,2,2010-12-15
97,Bolivia,0,337,3,2010-12-15
98,Azerbaijan,0,381,-8,2010-12-15
99,Oman,0,341,-2,2010-12-15
100,Iraq,0,339,-2,2010-12-15
100,Gambia,0,323,3,2010-12-15
102,Kuwait,0,317,3,2010-12-15
103,Togo,0,299,4,2010-12-15
104,Jordan,0,352,-9,2010-12-15
105,United Arab Emirates,0,319,-1,2010-12-15
106,Antigua and Barbuda,0,253,9,2010-12-15
107,Syria,0,282,2,2010-12-15
108,Korea DPR,0,299,-1,2010-12-15
109,Guyana,0,392,-23,2010-12-15
109,Uzbekistan,0,303,-3,2010-12-15
111,Central African Republic,0,263,1,2010-12-15
112,Qatar,0,259,1,2010-12-15
112,Wales,0,273,-1,2010-12-15
112,Iceland,0,275,-2,2010-12-15
115,Suriname,0,231,6,2010-12-15
116,Tanzania,0,225,8,2010-12-15
117,El Salvador,0,247,0,2010-12-15
118,Zimbabwe,0,247,-1,2010-12-15
118,Guatemala,0,217,8,2010-12-15
120,Thailand,0,254,-6,2010-12-15
120,Kenya,0,251,-4,2010-12-15
122,St Kitts and Nevis,0,230,1,2010-12-15
122,Congo,0,239,-3,2010-12-15
124,Ethiopia,0,178,7,2010-12-15
125,Sierra Leone,0,219,0,2010-12-15
126,Yemen,0,231,-5,2010-12-15
127,Indonesia,0,172,8,2010-12-15
128,Burundi,0,171,8,2010-12-15
129,Dominica,0,201,-1,2010-12-15
130,Congo DR,0,196,-1,2010-12-15
131,Barbados,0,235,-11,2010-12-15
132,Rwanda,0,215,-5,2010-12-15
133,Puerto Rico,0,184,-3,2010-12-15
134,Luxembourg,0,175,-1,2010-12-15
135,Turkmenistan,0,173,-1,2010-12-15
136,Faroe Islands,0,178,-5,2010-12-15
137,Vietnam,0,157,2,2010-12-15
138,Kazakhstan,0,170,-1,2010-12-15
139,Namibia,0,154,2,2010-12-15
140,Singapore,0,168,-2,2010-12-15
141,Chad,0,126,6,2010-12-15
142,St Vincent and the Grenadines,0,157,-3,2010-12-15
142,India,0,145,0,2010-12-15
144,Malaysia,0,112,6,2010-12-15
145,Tajikistan,0,121,4,2010-12-15
146,Hong Kong,0,128,-1,2010-12-15
147,Guinea-Bissau,0,125,1,2010-12-15
148,Liechtenstein,0,91,10,2010-12-15
149,Philippines,0,110,2,2010-12-15
149,Myanmar,0,133,-5,2010-12-15
151,Netherlands Antilles,0,107,2,2010-12-15
152,Fiji,0,144,-9,2010-12-15
153,Chinese Taipei,0,102,2,2010-12-15
154,Lebanon,0,94,3,2010-12-15
155,Madagascar,0,91,3,2010-12-15
156,New Caledonia,0,101,0,2010-12-15
157,Cayman Islands,0,88,3,2010-12-15
158,Nicaragua,0,86,3,2010-12-15
159,Bangladesh,0,109,-7,2010-12-15
160,Liberia,0,82,4,2010-12-15
160,Swaziland,0,81,5,2010-12-15
162,Maldives,0,127,-16,2010-12-15
163,Sri Lanka,0,107,-10,2010-12-15
164,Malta,0,77,5,2010-12-15
165,Equatorial Guinea,0,79,2,2010-12-15
166,Cambodia,0,73,4,2010-12-15
167,Vanuatu,0,64,5,2010-12-15
168,Dominican Republic,0,85,-6,2010-12-15
169,Laos,0,70,2,2010-12-15
170,Lesotho,0,62,4,2010-12-15
171,Pakistan,0,79,-4,2010-12-15
172,Nepal,0,84,-9,2010-12-15
172,Belize,0,54,3,2010-12-15
174,Kyrgyz Republic,0,50,2,2010-12-15
175,Bermuda,0,63,-2,2010-12-15
176,British Virgin Islands,0,41,1,2010-12-15
177,Palestine,0,40,1,2010-12-15
177,Solomon Islands,0,40,1,2010-12-15
177,Eritrea,0,81,-12,2010-12-15
180,Mauritania,0,38,1,2010-12-15
181,St Lucia,0,37,1,2010-12-15
182,Mongolia,0,32,1,2010-12-15
182,Somalia,0,39,-2,2010-12-15
184,Tahiti,0,31,0,2010-12-15
185,Samoa,0,26,0,2010-12-15
186,Comoros,0,24,0,2010-12-15
187,Turks and Caicos Islands,0,19,1,2010-12-15
188,Cook Islands,0,17,1,2010-12-15
188,Guam,0,17,1,2010-12-15
188,Tonga,0,17,1,2010-12-15
191,Mauritius,0,16,1,2010-12-15
191,Djibouti,0,20,-4,2010-12-15
193,Macau,0,12,1,2010-12-15
194,Bahamas,0,13,-1,2010-12-15
195,Afghanistan,0,10,0,2010-12-15
195,Seychelles,0,10,0,2010-12-15
197,Bhutan,0,9,0,2010-12-15
197,Brunei Darussalam,0,9,0,2010-12-15
199,Aruba,0,7,0,2010-12-15
200,US Virgin Islands,0,5,0,2010-12-15
201,Timor-Leste,0,3,0,2010-12-15
202,Andorra,0,2,0,2010-12-15
203,American Samoa,0,0,0,2010-12-15
203,Anguilla,0,0,0,2010-12-15
203,Montserrat,0,0,0,2010-12-15
203,Papua New Guinea,0,0,0,2010-12-15
203,San Marino,0,0,0,2010-12-15
1,Spain,0,1887,0,2011-01-12
2,Netherlands,0,1723,0,2011-01-12
3,Germany,0,1485,0,2011-01-12
4,Brazil,0,1447,0,2011-01-12
5,Argentina,0,1338,0,2011-01-12
6,England,0,1195,0,2011-01-12
7,Uruguay,0,1153,0,2011-01-12
8,Portugal,0,1090,0,2011-01-12
9,Croatia,0,1075,1,2011-01-12
10,Egypt,0,1078,-1,2011-01-12
11,Greece,0,1016,0,2011-01-12
12,Norway,0,995,0,2011-01-12
13,Russia,0,982,0,2011-01-12
14,Italy,0,965,0,2011-01-12
15,Chile,0,951,0,2011-01-12
16,Ghana,0,908,0,2011-01-12
17,Slovenia,0,896,0,2011-01-12
18,France,0,867,0,2011-01-12
18,USA,0,867,0,2011-01-12
20,Slovakia,0,854,0,2011-01-12
21,Côte d'Ivoire,0,846,0,2011-01-12
22,Switzerland,0,840,0,2011-01-12
23,Serbia,0,837,0,2011-01-12
24,Paraguay,0,832,0,2011-01-12
25,Montenegro,0,824,0,2011-01-12
26,Australia,0,816,0,2011-01-12
27,Mexico,0,795,0,2011-01-12
28,Denmark,0,790,0,2011-01-12
29,Japan,0,776,0,2011-01-12
30,Czech Republic,0,751,0,2011-01-12
31,Turkey,0,741,0,2011-01-12
32,Nigeria,0,725,0,2011-01-12
33,Sweden,0,712,0,2011-01-12
34,Ukraine,0,702,0,2011-01-12
35,Republic of Ireland,0,681,1,2011-01-12
36,Algeria,0,687,-1,2011-01-12
37,Belarus,0,660,1,2011-01-12
38,Cameroon,0,670,-1,2011-01-12
38,Korea Republic,0,647,2,2011-01-12
40,Gabon,0,648,-1,2011-01-12
41,Hungary,0,632,1,2011-01-12
42,Burkina Faso,0,644,-1,2011-01-12
43,Northern Ireland,0,615,0,2011-01-12
44,Tunisia,0,578,1,2011-01-12
45,Bosnia and Herzegovina,0,582,-1,2011-01-12
46,Austria,0,569,0,2011-01-12
46,Guinea,0,569,0,2011-01-12
48,Colombia,0,558,0,2011-01-12
49,Bulgaria,0,555,0,2011-01-12
50,Israel,0,551,0,2011-01-12
51,South Africa,0,550,0,2011-01-12
52,Scotland,0,542,0,2011-01-12
52,Ecuador,0,535,1,2011-01-12
54,Botswana,0,535,-1,2011-01-12
55,Lithuania,0,532,0,2011-01-12
56,Romania,0,531,0,2011-01-12
56,Honduras,0,516,3,2011-01-12
58,Belgium,0,526,-1,2011-01-12
59,Jamaica,0,522,-1,2011-01-12
60,Armenia,0,515,0,2011-01-12
60,Venezuela,0,515,0,2011-01-12
62,Cuba,0,512,0,2011-01-12
63,New Zealand,0,506,0,2011-01-12
64,Albania,0,497,1,2011-01-12
65,IR Iran,0,496,1,2011-01-12
66,Peru,0,486,2,2011-01-12
67,Panama,0,501,-3,2011-01-12
68,Mali,0,488,-1,2011-01-12
69,Costa Rica,0,467,0,2011-01-12
70,Senegal,0,464,0,2011-01-12
71,Libya,0,451,1,2011-01-12
72,Georgia,0,449,1,2011-01-12
72,Poland,0,449,1,2011-01-12
72,Benin,0,462,-1,2011-01-12
75,Cape Verde Islands,0,444,0,2011-01-12
76,Latvia,0,440,2,2011-01-12
77,Morocco,0,437,2,2011-01-12
78,Saudi Arabia,0,429,2,2011-01-12
79,China PR,0,389,8,2011-01-12
80,Finland,0,419,3,2011-01-12
81,FYR Macedonia,0,441,-5,2011-01-12
81,Zambia,0,441,-5,2011-01-12
83,Uganda,0,429,-3,2011-01-12
84,Canada,0,411,0,2011-01-12
84,Moldova,0,411,0,2011-01-12
86,Estonia,0,426,-4,2011-01-12
87,Trinidad and Tobago,0,373,2,2011-01-12
88,Angola,0,378,0,2011-01-12
89,Cyprus,0,367,2,2011-01-12
90,Haiti,0,368,0,2011-01-12
91,Malawi,0,396,-5,2011-01-12
92,Mozambique,0,346,4,2011-01-12
93,Bahrain,0,352,0,2011-01-12
94,Grenada,0,349,0,2011-01-12
94,Niger,0,349,0,2011-01-12
96,Bolivia,0,344,1,2011-01-12
97,Azerbaijan,0,343,1,2011-01-12
98,Iraq,0,325,2,2011-01-12
99,Kuwait,0,319,3,2011-01-12
100,Sudan,0,366,-8,2011-01-12
101,Togo,0,313,2,2011-01-12
102,United Arab Emirates,0,302,3,2011-01-12
103,Antigua and Barbuda,0,299,3,2011-01-12
104,Oman,0,329,-5,2011-01-12
105,Qatar,0,261,7,2011-01-12
106,Gambia,0,325,-6,2011-01-12
107,Jordan,0,305,-3,2011-01-12
108,Uzbekistan,0,275,1,2011-01-12
109,Korea DPR,0,292,-1,2011-01-12
110,Syria,0,296,-3,2011-01-12
111,Guyana,0,275,-2,2011-01-12
112,Central African Republic,0,263,-1,2011-01-12
113,Iceland,0,261,-1,2011-01-12
113,Wales,0,261,-1,2011-01-12
115,Suriname,0,257,0,2011-01-12
116,El Salvador,0,251,1,2011-01-12
117,Guatemala,0,247,1,2011-01-12
117,Zimbabwe,0,247,1,2011-01-12
119,Thailand,0,240,1,2011-01-12
120,Tanzania,0,256,-4,2011-01-12
121,St Kitts and Nevis,0,239,1,2011-01-12
122,Congo,0,239,0,2011-01-12
123,Sierra Leone,0,224,2,2011-01-12
124,Ethiopia,0,231,0,2011-01-12
125,Indonesia,0,212,2,2011-01-12
126,Kenya,0,240,-6,2011-01-12
127,Yemen,0,213,-1,2011-01-12
128,Congo DR,0,190,2,2011-01-12
129,Dominica,0,196,0,2011-01-12
130,Barbados,0,187,1,2011-01-12
131,Puerto Rico,0,184,2,2011-01-12
132,Luxembourg,0,180,2,2011-01-12
133,Turkmenistan,0,173,2,2011-01-12
134,Faroe Islands,0,171,2,2011-01-12
134,Rwanda,0,185,-2,2011-01-12
136,Vietnam,0,167,1,2011-01-12
137,Kazakhstan,0,155,1,2011-01-12
138,Namibia,0,154,1,2011-01-12
139,Singapore,0,149,1,2011-01-12
140,Chad,0,147,1,2011-01-12
140,Burundi,0,202,-12,2011-01-12
142,Malaysia,0,128,2,2011-01-12
143,Tajikistan,0,126,2,2011-01-12
144,India,0,132,-2,2011-01-12
144,St Vincent and the Grenadines,0,132,-2,2011-01-12
146,Hong Kong,0,125,0,2011-01-12
147,Guinea-Bissau,0,121,0,2011-01-12
148,Liechtenstein,0,116,0,2011-01-12
149,Myanmar,0,109,0,2011-01-12
150,Curaçao,0,0,0,2011-01-12
151,Fiji,0,103,1,2011-01-12
152,Chinese Taipei,0,102,1,2011-01-12
153,Philippines,0,109,-4,2011-01-12
154,Madagascar,0,91,1,2011-01-12
155,New Caledonia,0,89,1,2011-01-12
156,Cayman Islands,0,88,1,2011-01-12
157,Nicaragua,0,86,1,2011-01-12
158,Bangladesh,0,84,1,2011-01-12
159,Liberia,0,82,1,2011-01-12
159,Swaziland,0,82,1,2011-01-12
161,Maldives,0,81,1,2011-01-12
162,Sri Lanka,0,79,1,2011-01-12
163,Malta,0,76,1,2011-01-12
164,Equatorial Guinea,0,72,1,2011-01-12
165,Cambodia,0,69,1,2011-01-12
166,Vanuatu,0,67,1,2011-01-12
167,Dominican Republic,0,66,1,2011-01-12
168,Laos,0,65,1,2011-01-12
169,Lebanon,0,92,-15,2011-01-12
170,Lesotho,0,62,0,2011-01-12
171,Pakistan,0,56,0,2011-01-12
172,Bermuda,0,49,3,2011-01-12
173,Belize,0,54,-1,2011-01-12
173,Nepal,0,54,-1,2011-01-12
175,Kyrgyz Republic,0,50,-1,2011-01-12
176,Mauritania,0,38,4,2011-01-12
177,British Virgin Islands,0,41,-1,2011-01-12
178,Eritrea,0,40,-1,2011-01-12
178,Palestine,0,40,-1,2011-01-12
178,Solomon Islands,0,40,-1,2011-01-12
181,St Lucia,0,37,0,2011-01-12
182,Mongolia,0,32,0,2011-01-12
183,Tahiti,0,31,1,2011-01-12
184,Samoa,0,26,1,2011-01-12
