rank;country_full;total_points;previous_points;rank_change;rank_date
182;Djibouti;0;40;4;03/09/2008
182;Afghanistan;0;43;3;03/09/2008
184;Brunei Darussalam;0;36;3;03/09/2008
184;Cayman Islands;0;36;3;03/09/2008
186;Andorra;0;51;-4;03/09/2008
187;Tahiti;0;64;-9;03/09/2008
187;Tonga;0;64;-9;03/09/2008
187;Bhutan;0;32;3;03/09/2008
190;Laos;0;34;-1;03/09/2008
191;Dominica;0;25;0;03/09/2008
192;Mongolia;0;24;0;03/09/2008
193;Aruba;0;22;0;03/09/2008
194;US Virgin Islands;0;17;0;03/09/2008
195;Comoros;0;13;0;03/09/2008
196;Macau;0;11;1;03/09/2008
197;Somalia;0;8;1;03/09/2008
198;Faroe Islands;0;12;-2;03/09/2008
199;Central African Republic;0;6;0;03/09/2008
200;San Marino;0;0;0;03/09/2008
200;Guam;0;0;0;03/09/2008
200;Anguilla;0;0;0;03/09/2008
200;Timor-Leste;0;0;0;03/09/2008
200;Montserrat;0;0;0;03/09/2008
200;Cook Islands;0;0;0;03/09/2008
200;Papua New Guinea;0;0;0;03/09/2008
200;American Samoa;0;0;0;03/09/2008
1;Spain;0;1565;0;08/10/2008
2;Italy;0;1339;0;08/10/2008
3;Germany;0;1329;0;08/10/2008
4;Brazil;0;1252;2;08/10/2008
5;Netherlands;0;1295;-1;08/10/2008
6;Croatia;0;1266;-1;08/10/2008
7;Argentina;0;1230;0;08/10/2008
8;Czech Republic;0;1134;0;08/10/2008
9;Russia;0;1013;3;08/10/2008
10;Portugal;0;1120;-1;08/10/2008
11;France;0;1019;0;08/10/2008
12;Cameroon;0;999;2;08/10/2008
13;Turkey;0;1033;-3;08/10/2008
14;England;0;991;1;08/10/2008
15;Bulgaria;0;976;1;08/10/2008
16;Israel;0;874;3;08/10/2008
17;Greece;0;921;1;08/10/2008
18;Romania;0;1007;-5;08/10/2008
19;Ukraine;0;799;7;08/10/2008
20;Uruguay;0;817;2;08/10/2008
21;USA;0;788;7;08/10/2008
22;Paraguay;0;801;3;08/10/2008
22;Egypt;0;841;-1;08/10/2008
24;Mexico;0;807;0;08/10/2008
25;Ghana;0;864;-5;08/10/2008
26;Scotland;0;976;-10;08/10/2008
27;Nigeria;0;791;0;08/10/2008
28;Sweden;0;773;3;08/10/2008
29;Côte d'Ivoire;0;814;-6;08/10/2008
30;Poland;0;779;0;08/10/2008
31;Denmark;0;696;5;08/10/2008
32;Japan;0;707;3;08/10/2008
33;Colombia;0;785;-4;08/10/2008
34;Australia;0;655;5;08/10/2008
35;Northern Ireland;0;761;-3;08/10/2008
36;Chile;0;654;4;08/10/2008
37;Lithuania;0;545;17;08/10/2008
38;Republic of Ireland;0;662;0;08/10/2008
39;Norway;0;733;-5;08/10/2008
40;Serbia;0;746;-7;08/10/2008
41;Guinea;0;650;0;08/10/2008
42;Ecuador;0;556;10;08/10/2008
43;Finland;0;649;-1;08/10/2008
43;Morocco;0;671;-6;08/10/2008
45;Switzerland;0;644;-2;08/10/2008
46;FYR Macedonia;0;519;10;08/10/2008
47;Tunisia;0;643;-3;08/10/2008
48;IR Iran;0;614;-2;08/10/2008
49;Senegal;0;623;-4;08/10/2008
50;Honduras;0;502;10;08/10/2008
51;Belgium;0;530;4;08/10/2008
51;Saudi Arabia;0;573;-3;08/10/2008
53;Mali;0;604;-6;08/10/2008
54;New Zealand;0;316;57;08/10/2008
55;Korea Republic;0;558;-4;08/10/2008
56;Algeria;0;423;20;08/10/2008
57;Congo;0;355;43;08/10/2008
58;Peru;0;438;15;08/10/2008
59;Belarus;0;518;-2;08/10/2008
60;Slovakia;0;474;7;08/10/2008
61;Wales;0;549;-8;08/10/2008
62;Hungary;0;561;-12;08/10/2008
63;Burkina Faso;0;478;1;08/10/2008
64;Latvia;0;479;-1;08/10/2008
65;Moldova;0;573;-17;08/10/2008
66;Venezuela;0;496;-5;08/10/2008
67;Gabon;0;485;-5;08/10/2008
68;Angola;0;513;-10;08/10/2008
69;Costa Rica;0;438;4;08/10/2008
70;Uzbekistan;0;505;-11;08/10/2008
70;Zambia;0;456;-1;08/10/2008
72;Bahrain;0;475;-6;08/10/2008
73;Slovenia;0;415;6;08/10/2008
74;Bolivia;0;443;-3;08/10/2008
75;Bosnia and Herzegovina;0;435;0;08/10/2008
76;Libya;0;386;14;08/10/2008
77;Iraq;0;439;-5;08/10/2008
78;Qatar;0;412;3;08/10/2008
79;Kenya;0;395;7;08/10/2008
80;Cyprus;0;476;-15;08/10/2008
81;Benin;0;349;23;08/10/2008
82;Austria;0;354;19;08/10/2008
83;Albania;0;352;19;08/10/2008
84;Canada;0;412;-3;08/10/2008
85;South Africa;0;447;-15;08/10/2008
85;Congo DR;0;461;-17;08/10/2008
87;Rwanda;0;400;-2;08/10/2008
88;Trinidad and Tobago;0;414;-8;08/10/2008
89;Guatemala;0;356;10;08/10/2008
90;Gambia;0;386;0;08/10/2008
91;Zimbabwe;0;406;-8;08/10/2008
91;Togo;0;420;-13;08/10/2008
91;Panama;0;365;5;08/10/2008
94;Oman;0;383;-2;08/10/2008
95;Uganda;0;392;-8;08/10/2008
96;China PR;0;375;-2;08/10/2008
97;Georgia;0;421;-20;08/10/2008
98;Cuba;0;383;-6;08/10/2008
99;Syria;0;364;-2;08/10/2008
100;Mozambique;0;351;3;08/10/2008
101;Armenia;0;358;-3;08/10/2008
102;Ethiopia;0;324;6;08/10/2008
103;Iceland;0;332;4;08/10/2008
104;Haiti;0;290;13;08/10/2008
104;Cape Verde Islands;0;391;-15;08/10/2008
106;Sudan;0;333;0;08/10/2008
107;Korea DPR;0;296;9;08/10/2008
108;Suriname;0;405;-24;08/10/2008
109;Malawi;0;317;1;08/10/2008
110;United Arab Emirates;0;323;-1;08/10/2008
110;Tanzania;0;290;7;08/10/2008
112;Jordan;0;306;1;08/10/2008
112;Thailand;0;305;2;08/10/2008
114;Barbados;0;202;20;08/10/2008
115;Botswana;0;299;0;08/10/2008
116;Jamaica;0;339;-11;08/10/2008
117;Montenegro;0;198;19;08/10/2008
118;Guyana;0;315;-6;08/10/2008
119;Chad;0;236;8;08/10/2008
120;El Salvador;0;220;11;08/10/2008
121;Equatorial Guinea;0;392;-34;08/10/2008
122;New Caledonia;0;368;-27;08/10/2008
123;Luxembourg;0;145;29;08/10/2008
124;Kuwait;0;285;-5;08/10/2008
125;St Vincent and the Grenadines;0;173;22;08/10/2008
126;Namibia;0;257;-5;08/10/2008
127;Kyrgyz Republic;0;253;-3;08/10/2008
128;Burundi;0;237;-2;08/10/2008
129;Bermuda;0;245;-4;08/10/2008
130;Hong Kong;0;256;-8;08/10/2008
131;Kazakhstan;0;270;-11;08/10/2008
132;Singapore;0;229;-3;08/10/2008
133;Antigua and Barbuda;0;256;-11;08/10/2008
133;Sierra Leone;0;181;12;08/10/2008
135;Liechtenstein;0;225;-5;08/10/2008
136;Madagascar;0;190;5;08/10/2008
137;Estonia;0;234;-9;08/10/2008
138;Fiji;0;185;5;08/10/2008
139;Indonesia;0;210;-7;08/10/2008
140;Eritrea;0;199;-5;08/10/2008
141;Grenada;0;192;-2;08/10/2008
141;Swaziland;0;190;0;08/10/2008
143;Azerbaijan;0;193;-5;08/10/2008
144;Puerto Rico;0;180;2;08/10/2008
145;Mauritania;0;191;-5;08/10/2008
146;Malta;0;209;-13;08/10/2008
147;Vanuatu;0;171;3;08/10/2008
148;India;0;166;3;08/10/2008
148;Yemen;0;198;-12;08/10/2008
150;Niger;0;78;21;08/10/2008
151;Lebanon;0;173;-4;08/10/2008
151;Netherlands Antilles;0;173;-4;08/10/2008
153;Liberia;0;183;-9;08/10/2008
154;Maldives;0;133;1;08/10/2008
155;Tajikistan;0;136;-1;08/10/2008
156;St Kitts and Nevis;0;113;3;08/10/2008
157;Myanmar;0;112;3;08/10/2008
158;Turkmenistan;0;114;0;08/10/2008
159;Lesotho;0;119;-3;08/10/2008
160;Malaysia;0;108;1;08/10/2008
161;St Lucia;0;108;0;08/10/2008
162;Cayman Islands;0;36;22;08/10/2008
163;Solomon Islands;0;140;-10;08/10/2008
164;Seychelles;0;117;-7;08/10/2008
165;Vietnam;0;92;1;08/10/2008
165;Sri Lanka;0;95;-1;08/10/2008
165;Philippines;0;89;2;08/10/2008
168;Pakistan;0;88;0;08/10/2008
169;Turks and Caicos Islands;0;96;-6;08/10/2008
170;Bahamas;0;94;-5;08/10/2008
171;Mauritius;0;82;-2;08/10/2008
172;Guinea-Bissau;0;72;0;08/10/2008
173;Belize;0;71;0;08/10/2008
173;Chinese Taipei;0;68;2;08/10/2008
175;Nepal;0;64;2;08/10/2008
176;British Virgin Islands;0;79;-6;08/10/2008
177;Dominican Republic;0;66;-1;08/10/2008
178;Samoa;0;64;-1;08/10/2008
179;Bangladesh;0;62;0;08/10/2008
180;Palestine;0;71;-7;08/10/2008
181;Nicaragua;0;45;-1;08/10/2008
182;Cambodia;0;43;-1;08/10/2008
182;Afghanistan;0;40;0;08/10/2008
184;Brunei Darussalam;0;36;0;08/10/2008
184;Andorra;0;33;2;08/10/2008
186;Djibouti;0;40;-4;08/10/2008
187;Bhutan;0;32;0;08/10/2008
187;Tahiti;0;32;0;08/10/2008
187;Tonga;0;32;0;08/10/2008
190;Laos;0;27;0;08/10/2008
191;Dominica;0;25;0;08/10/2008
192;Mongolia;0;24;0;08/10/2008
193;Aruba;0;22;0;08/10/2008
194;US Virgin Islands;0;17;0;08/10/2008
195;Comoros;0;13;0;08/10/2008
196;Macau;0;11;0;08/10/2008
197;Somalia;0;8;0;08/10/2008
198;Faroe Islands;0;7;0;08/10/2008
199;Central African Republic;0;6;0;08/10/2008
200;San Marino;0;0;0;08/10/2008
200;Anguilla;0;0;0;08/10/2008
200;Guam;0;0;0;08/10/2008
200;Timor-Leste;0;0;0;08/10/2008
200;Montserrat;0;0;0;08/10/2008
200;Cook Islands;0;0;0;08/10/2008
200;American Samoa;0;0;0;08/10/2008
200;Papua New Guinea;0;0;0;08/10/2008
1;Spain;0;1643;0;12/11/2008
2;Germany;0;1336;1;12/11/2008
3;Italy;0;1365;-1;12/11/2008
4;Netherlands;0;1258;1;12/11/2008
5;Brazil;0;1280;-1;12/11/2008
6;Argentina;0;1200;1;12/11/2008
7;Croatia;0;1223;-1;12/11/2008
8;Russia;0;1076;1;12/11/2008
9;Czech Republic;0;1111;-1;12/11/2008
10;Portugal;0;1075;0;12/11/2008
10;England;0;982;4;12/11/2008
12;France;0;1035;-1;12/11/2008
13;Turkey;0;1021;0;12/11/2008
14;Cameroon;0;1027;-2;12/11/2008
15;Israel;0;961;1;12/11/2008
16;Bulgaria;0;969;-1;12/11/2008
17;Paraguay;0;860;5;12/11/2008
18;Greece;0;945;-1;12/11/2008
19;Romania;0;927;-1;12/11/2008
20;Ukraine;0;893;-1;12/11/2008
21;Egypt;0;860;1;12/11/2008
22;Nigeria;0;818;5;12/11/2008
23;Uruguay;0;887;-3;12/11/2008
24;USA;0;861;-3;12/11/2008
25;Mexico;0;841;-1;12/11/2008
26;Ghana;0;839;-1;12/11/2008
27;Switzerland;0;641;18;12/11/2008
28;Côte d'Ivoire;0;779;1;12/11/2008
29;Sweden;0;794;-1;12/11/2008
30;Serbia;0;673;10;12/11/2008
31;Ecuador;0;661;11;12/11/2008
32;Poland;0;763;-2;12/11/2008
33;Scotland;0;820;-7;12/11/2008
34;Denmark;0;760;-3;12/11/2008
35;Chile;0;714;1;12/11/2008
36;Republic of Ireland;0;701;2;12/11/2008
37;Australia;0;737;-3;12/11/2008
38;Japan;0;747;-6;12/11/2008
39;Guinea;0;670;2;12/11/2008
40;Colombia;0;739;-7;12/11/2008
41;Lithuania;0;706;-4;12/11/2008
42;Northern Ireland;0;721;-7;12/11/2008
43;Morocco;0;642;0;12/11/2008
44;IR Iran;0;619;4;12/11/2008
45;Slovakia;0;521;15;12/11/2008
46;Honduras;0;601;4;12/11/2008
47;Tunisia;0;624;0;12/11/2008
48;Finland;0;642;-5;12/11/2008
49;Mali;0;587;4;12/11/2008
49;FYR Macedonia;0;637;-3;12/11/2008
51;Senegal;0;615;-2;12/11/2008
52;Saudi Arabia;0;589;-1;12/11/2008
53;Korea Republic;0;552;2;12/11/2008
54;Norway;0;680;-15;12/11/2008
55;Belgium;0;589;-4;12/11/2008
56;Hungary;0;507;6;12/11/2008
57;Costa Rica;0;476;12;12/11/2008
58;Slovenia;0;457;15;12/11/2008
59;Gabon;0;481;8;12/11/2008
60;New Zealand;0;584;-6;12/11/2008
61;Burkina Faso;0;502;2;12/11/2008
62;Wales;0;518;-1;12/11/2008
63;Algeria;0;542;-7;12/11/2008
64;Belarus;0;522;-5;12/11/2008
65;Latvia;0;501;-1;12/11/2008
66;Venezuela;0;484;0;12/11/2008
67;Bosnia and Herzegovina;0;446;8;12/11/2008
68;Angola;0;479;0;12/11/2008
69;Congo;0;536;-12;12/11/2008
70;Peru;0;533;-12;12/11/2008
71;Zambia;0;468;-1;12/11/2008
71;Bolivia;0;456;3;12/11/2008
73;Cuba;0;366;25;12/11/2008
74;Bahrain;0;465;-2;12/11/2008
75;Iraq;0;443;2;12/11/2008
76;Moldova;0;500;-11;12/11/2008
76;Uzbekistan;0;468;-6;12/11/2008
78;Qatar;0;436;0;12/11/2008
78;Trinidad and Tobago;0;404;10;12/11/2008
80;South Africa;0;411;5;12/11/2008
81;Canada;0;415;3;12/11/2008
82;Iceland;0;345;21;12/11/2008
83;Jamaica;0;295;33;12/11/2008
83;Uganda;0;376;12;12/11/2008
85;Kenya;0;433;-6;12/11/2008
86;Albania;0;416;-3;12/11/2008
87;Rwanda;0;410;0;12/11/2008
88;Libya;0;444;-12;12/11/2008
89;Panama;0;385;2;12/11/2008
90;Gambia;0;389;0;12/11/2008
91;Togo;0;385;0;12/11/2008
92;Austria;0;422;-10;12/11/2008
92;Mozambique;0;355;8;12/11/2008
94;Congo DR;0;411;-9;12/11/2008
95;Benin;0;429;-14;12/11/2008
95;Oman;0;380;-1;12/11/2008
97;Zimbabwe;0;385;-6;12/11/2008
98;China PR;0;374;-2;12/11/2008
99;Georgia;0;368;-2;12/11/2008
100;Barbados;0;300;14;12/11/2008
101;Sudan;0;326;5;12/11/2008
102;Ethiopia;0;348;0;12/11/2008
103;Malawi;0;310;6;12/11/2008
104;Syria;0;361;-5;12/11/2008
105;Tanzania;0;307;5;12/11/2008
105;Haiti;0;340;-1;12/11/2008
107;Cyprus;0;430;-27;12/11/2008
108;Guatemala;0;394;-19;12/11/2008
109;El Salvador;0;285;11;12/11/2008
110;Armenia;0;353;-9;12/11/2008
111;Cape Verde Islands;0;340;-7;12/11/2008
112;Korea DPR;0;315;-5;12/11/2008
113;United Arab Emirates;0;307;-3;12/11/2008
114;Namibia;0;259;12;12/11/2008
115;Montenegro;0;294;2;12/11/2008
116;Guyana;0;290;2;12/11/2008
116;Thailand;0;303;-4;12/11/2008
118;Jordan;0;303;-6;12/11/2008
119;Botswana;0;296;-4;12/11/2008
120;Equatorial Guinea;0;284;1;12/11/2008
121;New Caledonia;0;275;1;12/11/2008
122;St Vincent and the Grenadines;0;261;3;12/11/2008
123;Chad;0;288;-4;12/11/2008
124;Sierra Leone;0;232;9;12/11/2008
125;Kazakhstan;0;247;6;12/11/2008
126;Bermuda;0;251;3;12/11/2008
127;Luxembourg;0;273;-4;12/11/2008
128;Kuwait;0;272;-4;12/11/2008
129;Suriname;0;311;-21;12/11/2008
130;Burundi;0;252;-2;12/11/2008
131;Estonia;0;218;6;12/11/2008
132;Indonesia;0;211;7;12/11/2008
133;Antigua and Barbuda;0;232;0;12/11/2008
134;Madagascar;0;220;2;12/11/2008
134;Azerbaijan;0;191;9;12/11/2008
136;Singapore;0;233;-4;12/11/2008
137;Eritrea;0;200;3;12/11/2008
137;Fiji;0;217;1;12/11/2008
139;Grenada;0;192;2;12/11/2008
140;Swaziland;0;192;1;12/11/2008
141;Puerto Rico;0;180;3;12/11/2008
142;Liberia;0;159;11;12/11/2008
143;Vanuatu;0;175;4;12/11/2008
144;India;0;173;4;12/11/2008
145;Yemen;0;173;3;12/11/2008
146;Tajikistan;0;155;9;12/11/2008
147;Niger;0;172;3;12/11/2008
148;Turkmenistan;0;115;10;12/11/2008
149;Lebanon;0;169;2;12/11/2008
150;Malta;0;176;-4;12/11/2008
151;Malaysia;0;109;9;12/11/2008
152;Liechtenstein;0;227;-17;12/11/2008
153;Maldives;0;156;1;12/11/2008
154;Kyrgyz Republic;0;253;-27;12/11/2008
155;Netherlands Antilles;0;169;-4;12/11/2008
156;Hong Kong;0;250;-26;12/11/2008
157;Philippines;0;89;8;12/11/2008
158;Myanmar;0;116;-1;12/11/2008
159;Vietnam;0;89;6;12/11/2008
160;Mauritania;0;178;-15;12/11/2008
161;Lesotho;0;113;-2;12/11/2008
162;Laos;0;28;28;12/11/2008
163;St Kitts and Nevis;0;123;-7;12/11/2008
164;Cayman Islands;0;101;-2;12/11/2008
165;Solomon Islands;0;100;-2;12/11/2008
166;Seychelles;0;96;-2;12/11/2008
166;Sri Lanka;0;89;-1;12/11/2008
168;Pakistan;0;87;0;12/11/2008
169;Turks and Caicos Islands;0;83;0;12/11/2008
170;Chinese Taipei;0;71;3;12/11/2008
171;Bahamas;0;81;-1;12/11/2008
172;St Lucia;0;108;-11;12/11/2008
173;Mauritius;0;74;-2;12/11/2008
174;Guinea-Bissau;0;72;-2;12/11/2008
174;Cambodia;0;43;8;12/11/2008
176;Belize;0;71;-3;12/11/2008
177;Nepal;0;68;-2;12/11/2008
177;British Virgin Islands;0;67;-1;12/11/2008
179;Dominican Republic;0;66;-2;12/11/2008
180;Samoa;0;64;-2;12/11/2008
181;Bangladesh;0;55;-2;12/11/2008
182;Brunei Darussalam;0;36;2;12/11/2008
183;Palestine;0;50;-3;12/11/2008
183;Afghanistan;0;43;-1;12/11/2008
185;Nicaragua;0;45;-4;12/11/2008
186;Faroe Islands;0;7;12;12/11/2008
187;Djibouti;0;35;-1;12/11/2008
187;Bhutan;0;32;0;12/11/2008
187;Tahiti;0;32;0;12/11/2008
187;Tonga;0;32;0;12/11/2008
191;Dominica;0;25;0;12/11/2008
192;Mongolia;0;24;0;12/11/2008
193;Aruba;0;22;0;12/11/2008
194;Andorra;0;36;-10;12/11/2008
195;US Virgin Islands;0;17;-1;12/11/2008
196;Comoros;0;13;-1;12/11/2008
197;Macau;0;11;-1;12/11/2008
198;Timor-Leste;0;0;2;12/11/2008
199;Somalia;0;8;-2;12/11/2008
200;Central African Republic;0;6;-1;12/11/2008
201;San Marino;0;0;-1;12/11/2008
201;Anguilla;0;0;-1;12/11/2008
201;Guam;0;0;-1;12/11/2008
201;Montserrat;0;0;-1;12/11/2008
201;Cook Islands;0;0;-1;12/11/2008
201;American Samoa;0;0;-1;12/11/2008
201;Papua New Guinea;0;0;-1;12/11/2008
1;Spain;0;1657;0;17/12/2008
2;Germany;0;1413;0;17/12/2008
3;Netherlands;0;1306;1;17/12/2008
4;Italy;0;1356;-1;17/12/2008
5;Brazil;0;1286;0;17/12/2008
6;Argentina;0;1181;0;17/12/2008
7;Croatia;0;1158;0;17/12/2008
8;England;0;1058;2;17/12/2008
9;Russia;0;1079;-1;17/12/2008
10;Turkey;0;1032;3;17/12/2008
11;Czech Republic;0;1062;-2;17/12/2008
11;Portugal;0;1058;-1;17/12/2008
11;France;0;1035;1;17/12/2008
14;Cameroon;0;1013;0;17/12/2008
15;Ukraine;0;883;5;17/12/2008
16;Egypt;0;879;5;17/12/2008
17;Paraguay;0;934;0;17/12/2008
18;Israel;0;1004;-3;17/12/2008
19;Nigeria;0;852;3;17/12/2008
20;Greece;0;907;-2;17/12/2008
21;Romania;0;892;-2;17/12/2008
22;USA;0;834;2;17/12/2008
23;Uruguay;0;838;0;17/12/2008
24;Switzerland;0;799;3;17/12/2008
25;Ghana;0;805;1;17/12/2008
26;Mexico;0;827;-1;17/12/2008
27;Bulgaria;0;951;-11;17/12/2008
28;Australia;0;739;9;17/12/2008
29;Côte d'Ivoire;0;780;-1;17/12/2008
30;Serbia;0;775;0;17/12/2008
31;Chile;0;753;4;17/12/2008
32;Sweden;0;776;-3;17/12/2008
33;Scotland;0;761;0;17/12/2008
34;Poland;0;765;-2;17/12/2008
35;Japan;0;722;3;17/12/2008
36;Ecuador;0;771;-5;17/12/2008
37;Denmark;0;757;-3;17/12/2008
38;Republic of Ireland;0;751;-2;17/12/2008
39;Guinea;0;691;0;17/12/2008
40;Honduras;0;623;6;17/12/2008
41;Morocco;0;646;2;17/12/2008
42;Korea Republic;0;589;11;17/12/2008
43;IR Iran;0;642;1;17/12/2008
44;Slovakia;0;627;1;17/12/2008
45;Mali;0;603;4;17/12/2008
46;Tunisia;0;613;1;17/12/2008
47;Hungary;0;551;9;17/12/2008
48;Saudi Arabia;0;590;4;17/12/2008
49;Colombia;0;686;-9;17/12/2008
50;Senegal;0;593;1;17/12/2008
51;Lithuania;0;677;-10;17/12/2008
52;Northern Ireland;0;670;-10;17/12/2008
53;Costa Rica;0;542;4;17/12/2008
54;Belgium;0;571;1;17/12/2008
55;Finland;0;611;-7;17/12/2008
56;FYR Macedonia;0;603;-7;17/12/2008
57;Slovenia;0;541;1;17/12/2008
58;Bolivia;0;463;13;17/12/2008
59;Norway;0;572;-5;17/12/2008
60;Wales;0;518;2;17/12/2008
61;Bosnia and Herzegovina;0;492;6;17/12/2008
62;Burkina Faso;0;521;-1;17/12/2008
62;Gabon;0;535;-3;17/12/2008
64;Algeria;0;514;-1;17/12/2008
65;Venezuela;0;497;1;17/12/2008
65;Jamaica;0;421;18;17/12/2008
67;Latvia;0;500;-2;17/12/2008
68;Congo;0;475;1;17/12/2008
68;Kenya;0;413;17;17/12/2008
70;Angola;0;476;-2;17/12/2008
71;Uganda;0;421;12;17/12/2008
72;Uzbekistan;0;449;4;17/12/2008
72;Iraq;0;452;3;17/12/2008
72;Zambia;0;463;-1;17/12/2008
75;Peru;0;464;-5;17/12/2008
76;South Africa;0;442;4;17/12/2008
77;Trinidad and Tobago;0;443;1;17/12/2008
78;Rwanda;0;406;9;17/12/2008
79;Cuba;0;460;-6;17/12/2008
80;Bahrain;0;453;-6;17/12/2008
81;Albania;0;410;5;17/12/2008
82;Libya;0;405;6;17/12/2008
83;Iceland;0;423;-1;17/12/2008
84;Qatar;0;443;-6;17/12/2008
84;Belarus;0;507;-20;17/12/2008
86;New Zealand;0;532;-26;17/12/2008
86;Togo;0;396;5;17/12/2008
88;Panama;0;404;1;17/12/2008
88;Gambia;0;400;2;17/12/2008
90;Canada;0;434;-9;17/12/2008
91;Congo DR;0;388;3;17/12/2008
92;Austria;0;391;0;17/12/2008
93;Sudan;0;360;8;17/12/2008
94;Cyprus;0;337;13;17/12/2008
95;Mozambique;0;391;-3;17/12/2008
96;Oman;0;385;-1;17/12/2008
97;Moldova;0;449;-21;17/12/2008
97;Zimbabwe;0;375;0;17/12/2008
99;Tanzania;0;341;6;17/12/2008
100;China PR;0;371;-2;17/12/2008
101;Benin;0;385;-6;17/12/2008
102;Haiti;0;341;3;17/12/2008
103;Ethiopia;0;348;-1;17/12/2008
104;Malawi;0;346;-1;17/12/2008
105;Syria;0;344;-1;17/12/2008
106;Fiji;0;200;31;17/12/2008
107;Cape Verde Islands;0;303;4;17/12/2008
108;Georgia;0;363;-9;17/12/2008
109;Guatemala;0;321;-1;17/12/2008
110;United Arab Emirates;0;299;3;17/12/2008
111;El Salvador;0;306;-2;17/12/2008
112;Montenegro;0;285;3;17/12/2008
113;Korea DPR;0;301;-1;17/12/2008
113;Armenia;0;304;-3;17/12/2008
115;Namibia;0;290;-1;17/12/2008
116;Sierra Leone;0;253;8;17/12/2008
117;Botswana;0;279;2;17/12/2008
118;Grenada;0;199;21;17/12/2008
119;Estonia;0;235;12;17/12/2008
119;Chad;0;260;4;17/12/2008
121;Luxembourg;0;245;6;17/12/2008
122;Barbados;0;361;-22;17/12/2008
123;Equatorial Guinea;0;276;-3;17/12/2008
124;Jordan;0;282;-6;17/12/2008
124;Bermuda;0;251;2;17/12/2008
126;Thailand;0;283;-10;17/12/2008
127;Kuwait;0;243;1;17/12/2008
128;Antigua and Barbuda;0;216;5;17/12/2008
129;Suriname;0;239;0;17/12/2008
130;New Caledonia;0;275;-9;17/12/2008
131;Guyana;0;283;-15;17/12/2008
132;Singapore;0;207;4;17/12/2008
133;St Vincent and the Grenadines;0;266;-11;17/12/2008
134;Azerbaijan;0;208;0;17/12/2008
135;Madagascar;0;208;-1;17/12/2008
136;Burundi;0;237;-6;17/12/2008
137;Kazakhstan;0;252;-12;17/12/2008
138;Swaziland;0;181;2;17/12/2008
139;Liberia;0;179;3;17/12/2008
139;Indonesia;0;221;-7;17/12/2008
141;Vanuatu;0;175;2;17/12/2008
142;Puerto Rico;0;180;-1;17/12/2008
143;India;0;174;1;17/12/2008
143;Niger;0;158;4;17/12/2008
145;Yemen;0;169;0;17/12/2008
146;Tajikistan;0;163;0;17/12/2008
147;Malta;0;153;3;17/12/2008
148;Turkmenistan;0;156;0;17/12/2008
149;Liechtenstein;0;145;3;17/12/2008
150;Lebanon;0;154;-1;17/12/2008
151;Hong Kong;0;124;5;17/12/2008
152;St Kitts and Nevis;0;105;11;17/12/2008
152;Netherlands Antilles;0;128;3;17/12/2008
154;Maldives;0;133;-1;17/12/2008
155;Vietnam;0;115;4;17/12/2008
156;Malaysia;0;152;-5;17/12/2008
156;Myanmar;0;116;2;17/12/2008
158;Mauritania;0;112;2;17/12/2008
158;Kyrgyz Republic;0;129;-4;17/12/2008
160;Philippines;0;118;-3;17/12/2008
161;Lesotho;0;109;0;17/12/2008
162;Eritrea;0;200;-25;17/12/2008
163;Solomon Islands;0;100;2;17/12/2008
163;Sri Lanka;0;91;3;17/12/2008
165;Pakistan;0;90;3;17/12/2008
166;Seychelles;0;91;0;17/12/2008
167;Chinese Taipei;0;82;3;17/12/2008
168;Turks and Caicos Islands;0;83;1;17/12/2008
169;Laos;0;108;-7;17/12/2008
170;Bahamas;0;81;1;17/12/2008
170;Mauritius;0;74;3;17/12/2008
172;Cayman Islands;0;101;-8;17/12/2008
173;Belize;0;71;3;17/12/2008
174;Nepal;0;67;3;17/12/2008
174;Bangladesh;0;54;7;17/12/2008
176;St Lucia;0;75;-4;17/12/2008
176;Samoa;0;64;4;17/12/2008
178;Cambodia;0;72;-4;17/12/2008
179;Palestine;0;47;4;17/12/2008
180;British Virgin Islands;0;67;-3;17/12/2008
181;Brunei Darussalam;0;52;1;17/12/2008
181;Nicaragua;0;45;4;17/12/2008
183;Afghanistan;0;47;0;17/12/2008
184;Faroe Islands;0;37;2;17/12/2008
185;Dominican Republic;0;66;-6;17/12/2008
186;Guinea-Bissau;0;72;-12;17/12/2008
187;Bhutan;0;32;0;17/12/2008
188;Djibouti;0;32;-1;17/12/2008
188;Tahiti;0;32;-1;17/12/2008
188;Tonga;0;32;-1;17/12/2008
191;Dominica;0;25;0;17/12/2008
192;Mongolia;0;24;0;17/12/2008
193;Aruba;0;22;0;17/12/2008
194;Andorra;0;19;0;17/12/2008
195;US Virgin Islands;0;17;0;17/12/2008
196;Macau;0;10;1;17/12/2008
197;Timor-Leste;0;9;1;17/12/2008
198;Comoros;0;13;-2;17/12/2008
199;Central African Republic;0;6;1;17/12/2008
200;Somalia;0;8;-1;17/12/2008
201;San Marino;0;0;0;17/12/2008
201;Anguilla;0;0;0;17/12/2008
201;Guam;0;0;0;17/12/2008
201;Montserrat;0;0;0;17/12/2008
201;Cook Islands;0;0;0;17/12/2008
201;American Samoa;0;0;0;17/12/2008
201;Papua New Guinea;0;0;0;17/12/2008
1;Spain;0;1663;0;14/01/2009
2;Germany;0;1381;0;14/01/2009
3;Netherlands;0;1338;0;14/01/2009
4;Italy;0;1326;0;14/01/2009
